2022-10-19T00:00:00	1025
2022-10-19T01:00:00	1025,1
2022-10-19T02:00:00	1025,8
2022-10-19T03:00:00	1024,8
2022-10-19T04:00:00	1024,4
2022-10-19T05:00:00	1025,1
2022-10-19T06:00:00	1025,5
2022-10-19T07:00:00	1025
2022-10-19T08:00:00	1024,3
2022-10-19T09:00:00	1025
2022-10-19T10:00:00	1024,6
2022-10-19T11:00:00	1023,9
2022-10-19T12:00:00	1022,5
2022-10-19T13:00:00	1021,6
2022-10-19T14:00:00	1020,7
2022-10-19T15:00:00	1020
2022-10-19T16:00:00	1020,7
2022-10-19T17:00:00	1020,4
2022-10-19T18:00:00	1020,3
2022-10-19T19:00:00	1019,8
2022-10-19T20:00:00	1019,4
2022-10-19T21:00:00	1020
2022-10-19T22:00:00	1020,1
2022-10-19T23:00:00	1019,5
2022-10-20T00:00:00	1019
2022-10-20T01:00:00	1019,4
2022-10-20T02:00:00	1019,4
2022-10-20T03:00:00	1019,5
2022-10-20T04:00:00	1019,5
2022-10-20T05:00:00	1019,2
2022-10-20T06:00:00	1019,4
2022-10-20T07:00:00	1019,5
2022-10-20T08:00:00	1018,8
2022-10-20T09:00:00	1018,5
2022-10-20T10:00:00	1018,9
2022-10-20T11:00:00	1019,8
2022-10-20T12:00:00	1018,4
2022-10-20T13:00:00	1016
2022-10-20T14:00:00	1016,1
2022-10-20T15:00:00	1014,9
2022-10-20T16:00:00	1015
2022-10-20T17:00:00	1014,6
2022-10-20T18:00:00	1014,7
2022-10-20T19:00:00	1014,2
2022-10-20T20:00:00	1013,9
2022-10-20T21:00:00	1014,4
2022-10-20T22:00:00	1014,6
2022-10-20T23:00:00	1015,1
2022-10-21T00:00:00	1014,7
2022-10-21T01:00:00	1015,2
2022-10-21T02:00:00	1014,8
2022-10-21T03:00:00	1014,4
2022-10-21T04:00:00	1014
2022-10-21T05:00:00	1012,4
2022-10-21T06:00:00	1012,8
2022-10-21T07:00:00	1012,4
2022-10-21T08:00:00	1011,5
2022-10-21T09:00:00	1012,1
2022-10-21T10:00:00	1013,3
2022-10-21T11:00:00	1014,1
2022-10-21T12:00:00	1014
2022-10-21T13:00:00	1012,8
2022-10-21T14:00:00	1012,8
2022-10-21T15:00:00	1012,9
2022-10-21T16:00:00	1012,7
2022-10-21T17:00:00	1012,7
2022-10-21T18:00:00	1013,1
2022-10-21T19:00:00	1012,9
2022-10-21T20:00:00	1013,5
2022-10-21T21:00:00	1013
2022-10-21T22:00:00	1013,9
2022-10-21T23:00:00	1014,1
2022-10-22T00:00:00	1014,1
2022-10-22T01:00:00	1014,3
2022-10-22T02:00:00	1015,4
2022-10-22T03:00:00	1015,6
2022-10-22T04:00:00	1015
2022-10-22T05:00:00	1014,6
2022-10-22T06:00:00	1015,2
2022-10-22T07:00:00	1015,6
2022-10-22T08:00:00	1016,6
2022-10-22T09:00:00	1017
2022-10-22T10:00:00	1017,5
2022-10-22T11:00:00	1017,3
2022-10-22T12:00:00	1017,1
2022-10-22T13:00:00	1016,7
2022-10-22T14:00:00	1016,6
2022-10-22T15:00:00	1016,6
2022-10-22T16:00:00	1016,7
2022-10-22T17:00:00	1016,5
2022-10-22T18:00:00	1017
2022-10-22T19:00:00	1016,8
2022-10-22T20:00:00	1016,7
2022-10-22T21:00:00	1017,7
2022-10-22T22:00:00	1016,9
2022-10-22T23:00:00	1018,3
2022-10-23T00:00:00	1018,1
2022-10-23T01:00:00	1017,4
2022-10-23T02:00:00	1017,2
2022-10-23T03:00:00	1017,3
2022-10-23T04:00:00	1016,3
2022-10-23T05:00:00	1016
2022-10-23T06:00:00	1015,5
2022-10-23T07:00:00	1015,7
2022-10-23T08:00:00	1015,8
2022-10-23T09:00:00	1015,6
2022-10-23T10:00:00	1015,5
2022-10-23T11:00:00	1014,4
2022-10-23T12:00:00	1013,6
2022-10-23T13:00:00	1013,3
2022-10-23T14:00:00	1013
2022-10-23T15:00:00	1012,3
2022-10-23T16:00:00	1011,6
2022-10-23T17:00:00	1011,5
2022-10-23T18:00:00	1012
2022-10-23T19:00:00	1013,4
2022-10-23T20:00:00	1012,5
2022-10-23T21:00:00	1012,8
2022-10-23T22:00:00	1013,8
2022-10-23T23:00:00	1014,6
2022-10-24T00:00:00	1013,6
2022-10-24T01:00:00	1013,6
2022-10-24T02:00:00	1014
2022-10-24T03:00:00	1013,2
2022-10-24T04:00:00	1013,6
2022-10-24T05:00:00	1014,3
2022-10-24T06:00:00	1015,1
2022-10-24T07:00:00	1014,6
2022-10-24T08:00:00	1014,1
2022-10-24T09:00:00	1014,8
2022-10-24T10:00:00	1015,5
2022-10-24T11:00:00	1015,5
2022-10-24T12:00:00	1015
2022-10-24T13:00:00	1014,9
2022-10-24T14:00:00	1015,2
2022-10-24T15:00:00	1014,9
